"geo","time","suicide_0_14","suicide_15_29","suicide_30_44","suicide_45_59","suicide_60plus","suicide_men","suicide_women","suicide_total","suicide_deaths","country_name"
"jpn",1966,0.1808,16.8643,13.9669,19.3916,48.9005,19.1367,13.4507,16.1135,NA,"Japão"
"jpn",1967,0.1913,15.1953,12.9675,17.7106,46.1591,17.6564,12.418,14.8964,NA,"Japão"
"jpn",1968,0.2099,14.6474,13.1156,17.9774,47.5887,17.6541,12.616,15.0112,NA,"Japão"
"jpn",1969,0.2331,13.9143,14.0596,17.5392,47.2208,17.5152,12.6464,14.9244,NA,"Japão"
"jpn",1970,0.2319,14.5383,14.7244,18.7415,47.7424,18.269,13.0317,15.4737,NA,"Japão"
"jpn",1971,0.2592,15.3242,15.1964,18.7669,46.4756,18.525,12.9861,15.6279,NA,"Japão"
"jpn",1972,0.3549,16.1908,16.4255,20.819,49.6218,20.1359,13.8245,16.8317,NA,"Japão"
"jpn",1973,0.3902,16.6487,17.4349,20.4544,51.19,20.7333,14.1632,17.2981,NA,"Japão"
"jpn",1974,0.2791,17.07,18.394,20.271,49.5252,20.4796,14.4504,17.3495,NA,"Japão"
"jpn",1975,0.3562,17.1235,19.3989,21.3746,48.0757,21.647,13.8304,17.6003,NA,"Japão"
"jpn",1976,0.341,16.5653,19.2131,21.4573,45.8095,21.2296,13.287,17.1618,NA,"Japão"
"jpn",1977,0.3643,16.4675,19.4646,22.6673,44.7178,21.9221,12.8749,17.2602,NA,"Japão"
"jpn",1978,0.3447,16.2963,19.4853,22.4399,42.6261,21.7844,12.3583,16.9313,NA,"Japão"
"jpn",1979,0.3491,16.5314,19.6751,23.4655,42.0267,22.156,12.3553,17.1229,NA,"Japão"
"jpn",1980,0.2012,14.6719,19.491,24.0072,40.8461,21.6282,11.7414,16.5325,NA,"Japão"
"jpn",1981,0.3012,12.9038,19.0514,24.5153,38.6223,21.0672,10.9047,15.8451,NA,"Japão"
"jpn",1982,0.2586,13.0275,19.422,25.9487,37.1754,21.4516,10.8107,15.9994,NA,"Japão"
"jpn",1983,0.3083,14.5801,22.8505,34.0872,42.5018,26.9909,11.5715,19.0609,NA,"Japão"
"jpn",1984,0.2216,12.8552,21.7118,33.276,41.9876,25.5363,11.2551,18.1797,NA,"Japão"
"jpn",1985,0.2828,11.9649,19.67,32.4879,39.7365,23.7812,10.8972,17.1462,NA,"Japão"
"jpn",1986,0.4232,13.8746,20.878,34.3843,42.3553,25.1017,12.2995,18.5263,NA,"Japão"
"jpn",1987,0.2395,12.0017,18.8225,31.1891,40.052,22.8107,11.0859,16.7936,NA,"Japão"
"jpn",1988,0.2838,11.0282,17.3855,28.9734,38.9148,21.0353,10.7742,15.7694,NA,"Japão"
"jpn",1989,0.2353,10.1425,16.0652,24.6614,36.9981,18.7915,10.1295,14.34,NA,"Japão"
"jpn",1990,0.182,9.167,14.8683,23.9179,34.4978,17.6482,9.4265,13.4133,24233.59,"Japão"
"jpn",1991,0.1447,9.0967,14.4367,24.2793,32.2304,17.5416,8.8322,13.081,24161.84,"Japão"
"jpn",1992,0.3483,9.3867,15.1868,25.1328,32.3734,18.6393,8.6581,13.519,24406.23,"Japão"
"jpn",1993,0.2124,8.8016,15.4361,25.3111,29.7446,18.3744,8.0755,13.1072,24544.24,"Japão"
"jpn",1994,0.3304,10.2649,15.3343,24.7937,29.0396,18.9493,7.9307,13.3099,24664.42,"Japão"
"jpn",1995,0.2924,10.0191,15.6254,25.6687,29.0338,18.9179,8.2057,13.4405,25291.62,"Japão"
"jpn",1996,0.2889,9.8352,16.0187,26.5266,29.81,19.4474,8.1976,13.7078,25798.94,"Japão"
"jpn",1997,0.2477,10.1077,17.2248,27.9843,30.7092,20.4873,8.5008,14.3614,26989.36,"Japão"
"jpn",1998,0.4467,14.1045,22.2813,38.9467,39.6819,28.4211,10.5023,19.2972,29752.43,"Japão"
"jpn",1999,0.3583,13.9944,22.8225,38.7169,37.1714,28.3534,10.0474,19.0261,31282.52,"Japão"
"jpn",2000,0.374,13.3672,21.742,37.1873,35.3754,27.1326,9.5023,18.1867,31590.4,"Japão"
"jpn",2001,0.3172,12.9656,21.59,35.3247,34.0067,26.2326,9.2089,17.5798,31871.94,"Japão"
"jpn",2002,0.1964,12.5908,22.4808,37.4341,33.1774,26.9161,9.1087,17.8836,32350.64,"Japão"
"jpn",2003,0.3522,14.5385,25.9502,39.2087,33.8104,29.3954,9.8554,19.5031,33249.14,"Japão"
"jpn",2004,0.2679,14.8503,24.1726,36.2711,31.2167,27.6061,9.4391,18.4001,33223.37,"Japão"
"jpn",2005,0.2472,16.1761,25.3555,35.9951,30.3783,28.1477,9.7175,18.8294,33535.71,"Japão"
"jpn",2006,0.425,16.5985,24.4078,33.9233,30.2868,27.1086,9.9538,18.4362,33081.07,"Japão"
"jpn",2007,0.2604,16.1062,25.1676,34.6928,31.984,27.5489,10.1704,18.7595,32803.83,"Japão"
"jpn",2008,0.3272,17.5357,25.702,32.9661,30.3418,27.3789,10.3224,18.7714,32391.78,"Japão"
"jpn",2009,0.3065,17.6927,26.0542,34.763,29.9637,28.251,10.1268,19.1214,32005.95,"Japão"
"jpn",2010,0.3521,17.1756,24.7491,32.9671,28.8603,26.8531,9.8593,18.3091,31482.76,"Japão"
"jpn",2011,0.415,18.298,24.6945,31.3371,27.6034,25.6416,10.8067,18.1802,30864.24,"Japão"
"jpn",2012,0.4236,17.4269,21.7972,28.2516,25.678,23.9824,9.3366,16.6274,29610.99,"Japão"
"jpn",2013,0.5271,16.4839,22.1798,27.467,25.2467,23.5298,9.1786,16.3272,28632.1,"Japão"
"jpn",2014,0.5928,16.1788,20.9267,25.4717,23.3388,22.1103,8.8333,15.4556,27576.75,"Japão"
"jpn",2015,0.5315,14.8623,19.6531,24.0822,22.2627,20.9569,8.0595,14.4935,26434.02,"Japão"
"jpn",2016,NA,NA,NA,NA,NA,NA,NA,NA,25559.3,"Japão"
"jpn",2017,NA,NA,NA,NA,NA,NA,NA,NA,24733.16,"Japão"
"jpn",2018,NA,NA,NA,NA,NA,NA,NA,NA,24816.58,"Japão"
"jpn",2019,NA,NA,NA,NA,NA,NA,NA,NA,24773.26,"Japão"
"usa",1950,0.112,5.5973,12.8329,22.2133,29.4874,17.7613,4.9575,11.2114,NA,"Estados Unidos"
"usa",1951,0.1489,5.5055,11.7999,19.6347,26.718,16.2619,4.5543,10.2358,NA,"Estados Unidos"
"usa",1952,0.1099,5.3931,11.1603,19.0206,26.02,15.8622,4.2865,9.8802,NA,"Estados Unidos"
"usa",1953,0.1512,5.6597,11.1698,19.3788,25.677,16.1838,4.1867,9.9748,NA,"Estados Unidos"
"usa",1954,0.0927,5.5734,11.2526,20.1019,25.4393,16.4367,4.0754,10.0429,NA,"Estados Unidos"
"usa",1955,0.0936,5.3023,11.0956,20.9762,25.7074,16.1532,4.4938,10.1145,NA,"Estados Unidos"
"usa",1956,0.1268,5.2183,11.1374,19.9374,25.644,15.9485,4.3753,9.938,NA,"Estados Unidos"
"usa",1957,0.1493,5.2321,11.617,19.3389,24.0724,15.7682,4.2364,9.7665,NA,"Estados Unidos"
"usa",1958,0.1629,6.3056,12.5134,21.5417,25.5713,17.2937,4.7386,10.7561,NA,"Estados Unidos"
"usa",1959,0.1746,6.3472,12.4893,20.958,25.4674,17.1592,4.6929,10.6587,NA,"Estados Unidos"
"usa",1960,0.1818,6.5103,13.0076,21.5764,24.3782,17.1031,4.976,10.78,NA,"Estados Unidos"
"usa",1961,0.1409,6.4905,13.2509,21.2715,23.0812,16.7923,4.9649,10.6129,NA,"Estados Unidos"
"usa",1962,0.1911,7.2105,14.126,21.8648,23.817,17.3141,5.5979,11.1726,NA,"Estados Unidos"
"usa",1963,0.1892,7.7577,14.8039,22.0832,23.0906,17.4044,5.9614,11.3996,NA,"Estados Unidos"
"usa",1964,0.164,7.6379,14.6355,21.3669,22.5291,17.0379,5.8311,11.1462,NA,"Estados Unidos"
"usa",1965,0.1803,8.0165,15.4472,21.7859,22.8299,17.3071,6.3111,11.5197,NA,"Estados Unidos"
"usa",1966,0.1965,8.2173,14.8796,20.8636,22.61,17.0936,6.091,11.2789,NA,"Estados Unidos"
"usa",1967,0.2001,8.6594,15.2623,20.4084,20.9148,16.6989,6.2861,11.1953,NA,"Estados Unidos"
"usa",1968,0.1918,8.6155,14.9385,20.3072,20.5314,16.6719,6.0616,11.0513,NA,"Estados Unidos"
"usa",1969,0.218,9.584,15.3641,19.7482,21.4168,16.9589,6.4911,11.4039,NA,"Estados Unidos"
"usa",1970,0.2098,10.5015,16.0048,20.3826,21.1172,17.5386,6.7645,11.8299,NA,"Estados Unidos"
"usa",1971,0.221,10.8944,15.7757,20.6609,20.6933,17.4359,6.9906,11.8745,NA,"Estados Unidos"
"usa",1972,0.188,11.7935,15.9859,20.3179,21.1501,18.0651,6.8962,12.1319,NA,"Estados Unidos"
"usa",1973,0.2476,12.1756,15.7996,19.901,20.0754,18.1215,6.5774,12.007,NA,"Estados Unidos"
"usa",1974,0.2988,12.609,16.3566,19.8119,19.193,18.3525,6.5798,12.1264,NA,"Estados Unidos"
"usa",1975,0.2708,13.232,16.845,20.1538,19.4055,18.8484,6.7392,12.4566,NA,"Estados Unidos"
"usa",1976,0.2681,12.832,16.0998,19.4955,19.3848,18.3657,6.4965,12.0909,NA,"Estados Unidos"
"usa",1977,0.3208,14.8655,16.6472,18.9447,19.651,19.4385,6.5968,12.6661,NA,"Estados Unidos"
"usa",1978,0.2663,13.6977,15.6525,17.2278,19.0554,18.2406,6.082,11.807,NA,"Estados Unidos"
"usa",1979,0.2712,13.876,15.3676,16.4282,18.1647,17.968,5.8295,11.5574,NA,"Estados Unidos"
"usa",1980,0.2568,13.5899,15.2099,16.0071,16.9178,17.893,5.2541,11.2335,NA,"Estados Unidos"
"usa",1981,0.3021,13.7075,15.7691,16.3932,16.5231,17.9217,5.5604,11.4081,NA,"Estados Unidos"
"usa",1982,0.3655,13.4421,15.3909,16.7691,17.7371,18.3649,5.3123,11.4835,NA,"Estados Unidos"
"usa",1983,0.3727,12.8952,15.414,16.2877,18.2825,18.3166,5.124,11.344,NA,"Estados Unidos"
"usa",1984,0.4368,13.3731,15.1439,16.6811,18.7123,18.6728,5.1227,11.5349,NA,"Estados Unidos"
"usa",1985,0.5348,13.6104,14.6852,16.0293,18.9522,18.8238,4.8256,11.4457,NA,"Estados Unidos"
"usa",1986,0.506,13.7944,15.3821,16.5502,20.0098,19.4202,5.0295,11.8416,NA,"Estados Unidos"
"usa",1987,0.5007,13.5833,15.1133,16.0982,19.9618,19.2361,4.8615,11.653,NA,"Estados Unidos"
"usa",1988,0.4799,13.8231,14.9711,14.9506,19.0806,18.8644,4.6554,11.3879,NA,"Estados Unidos"
"usa",1989,0.4653,13.8844,14.6489,14.8477,18.5305,18.7406,4.4748,11.2483,NA,"Estados Unidos"
"usa",1990,0.5084,13.6711,15.306,15.2031,18.9004,19.1676,4.4616,11.4482,33963.94,"Estados Unidos"
"usa",1991,0.495,13.5555,14.9635,15.4692,18.0937,18.9652,4.321,11.2893,34014.16,"Estados Unidos"
"usa",1992,0.5704,13.2759,14.9862,14.6681,17.5351,18.4993,4.2346,11.0504,34067.16,"Estados Unidos"
"usa",1993,0.5701,13.9188,15.0683,14.5777,17.286,18.7381,4.2677,11.1821,34893.02,"Estados Unidos"
"usa",1994,0.5648,14.3663,15.1955,14.0911,16.282,18.7171,4.1196,11.1204,35122.12,"Estados Unidos"
"usa",1995,0.5859,13.8832,15.3629,14.111,16.355,18.6552,4.0267,11.0546,35210.77,"Estados Unidos"
"usa",1996,0.5232,12.9524,15.0786,14.7242,15.671,18.045,4.0085,10.7646,34803.94,"Estados Unidos"
"usa",1997,0.5301,12.4203,14.9342,14.6303,15.0409,17.4798,4.0399,10.5143,34621.9,"Estados Unidos"
"usa",1998,0.5535,12.1069,14.7491,14.5178,14.9566,17.2992,3.9712,10.3757,34394.92,"Estados Unidos"
"usa",1999,0.4105,11.2889,14.1823,13.8551,14.1371,16.36,3.7406,9.8124,34091.34,"Estados Unidos"
"usa",2000,0.492,10.8259,13.5948,13.929,13.5039,15.8509,3.6347,9.5305,34363.21,"Estados Unidos"
"usa",2001,0.4399,10.8034,14.0905,14.8275,13.8936,16.2916,3.7218,9.807,35048.07,"Estados Unidos"
"usa",2002,0.4113,10.792,14.2402,15.4061,14.1561,16.4503,3.8415,9.9523,35851.29,"Estados Unidos"
"usa",2003,0.3887,10.3507,14.3273,15.5311,13.6254,16.128,3.8373,9.813,36275.35,"Estados Unidos"
"usa",2004,0.4436,10.9573,14.265,15.9232,13.6013,16.1777,4.1759,10.023,36379.74,"Estados Unidos"
"usa",2005,0.4291,10.5774,14.1902,15.8343,13.8454,16.1188,4.029,9.9247,37505.5,"Estados Unidos"
"usa",2006,0.3495,10.6555,14.0831,16.6345,13.6843,16.1602,4.1288,10.0087,38544.34,"Estados Unidos"
"usa",2007,0.298,10.6428,14.8488,17.3478,14.12,16.6201,4.2983,10.3214,39352.01,"Estados Unidos"
"usa",2008,NA,NA,NA,NA,NA,NA,NA,NA,40356.69,"Estados Unidos"
"usa",2009,NA,NA,NA,NA,NA,NA,NA,NA,41273.03,"Estados Unidos"
"usa",2010,NA,NA,NA,NA,NA,NA,NA,NA,41719.35,"Estados Unidos"
"usa",2011,NA,NA,NA,NA,NA,NA,NA,NA,42805.38,"Estados Unidos"
"usa",2012,NA,NA,NA,NA,NA,NA,NA,NA,43394.59,"Estados Unidos"
"usa",2013,NA,NA,NA,NA,NA,NA,NA,NA,44026.41,"Estados Unidos"
"usa",2014,NA,NA,NA,NA,NA,NA,NA,NA,44950.36,"Estados Unidos"
"usa",2015,NA,NA,NA,NA,NA,NA,NA,NA,46209.22,"Estados Unidos"
"usa",2016,NA,NA,NA,NA,NA,NA,NA,NA,47550.31,"Estados Unidos"
"usa",2017,NA,NA,NA,NA,NA,NA,NA,NA,46740.12,"Estados Unidos"
"usa",2018,NA,NA,NA,NA,NA,NA,NA,NA,46011.28,"Estados Unidos"
"usa",2019,NA,NA,NA,NA,NA,NA,NA,NA,45348.82,"Estados Unidos"
